Code Name,Portal Destination,Risk Level,ID,X-coord,Y-coord
geaonoslemr,Smoky Manor,You should be fine.,23494,7552916.83,463579.2064
oegolmrsean,Monolithic Glen,You might want to bring a friend.,23580,7553569.89,463488.2785
leegornaoms,Murmuring Heath,"You should bring a group, a guide, a weapon, and a healer.",23632,7552694.859,463432.9583
aoemrelngos,Tempered Valley,You should be fine.,23666,7553756.631,463414.0791
rsaoneomgel,Placid Citadel,You might want to bring a friend.,23691,7553964.846,463379.1224
mlosoeregan,Petrified Cliff,You might want to bring a friend.,23745,7553561.987,463306.0082
oomaslgneer,Chimerical Archipelago,"You should bring a group, a guide, a weapon, and a healer.",23761,7554231.081,463284.3556
gseealoonrm,Bountiful Bayou,This is probably your last adventure.,23806,7553747.922,463213.3058
lomgseenrao,Blazing Depot,You should be fine.,23874,7554086.246,463151.98
orsegnaoelm,Abyssal Cape,You should bring a group and a guide.,24019,7561092.062,462993.2195
aereolgmsno,Fabled Spire,You should bring a group and a guide.,24066,7553098.004,462912.852
eosmoagelnr,Mystical Flats,You should bring a group and a guide.,24089,7554440.492,462892.6585
arnmlesooge,Majestic Spring,You might want to bring a friend.,24116,7553541.925,462863.8317
emrgeoaonsl,Nautical Thicket,This is probably your last adventure.,24121,7553731.702,462857.6854
oesmngealro,Dusky Obelisk,"You should bring a group, a guide, and a weapon.",24194,7562025.596,462770.9718
osealoengrm,Warped Well,You should be fine.,24217,7552176.468,462741.5781
nsaemgoloer,Idyllic Palace,You should bring a group and a guide.,24259,7561512.744,462697.0597
ooaesglnrem,Abyssal Manor,"You should bring a group, a guide, and a weapon.",24274,7561450.962,462686.7982
oremnloegas,Whispering Waterfall,You might want to bring a friend.,24306,7552767.645,462662.271
nrolemgasoe,Glistening Battleground,You should be fine.,24324,7555679.101,462653.0197
oasglreonme,Gilded Heath,You should bring a group and a guide.,24383,7555566.529,462593.982
ermngosloae,Intertwined Peninsula,"You should bring a group, a guide, and a weapon.",24395,7555721.128,462573.9692
lenormegsoa,Pulsing Boutique,"You should bring a group, a guide, and a weapon.",24410,7560538.72,462561.5295
onleargmeso,Colossal Jungle,You should be fine.,24471,7554436.608,462496.9222
seornamleog,Flourishing Ward,"You should bring a group, a guide, a weapon, and a healer.",24487,7553524.873,462486.1844
rlmoseogane,Parched Precinct,You might want to bring a friend.,24497,7553714.872,462479.0741
eslaeornogm,Enigmatic Ledge,You should bring a group.,24525,7556059.339,462452.1631
enlaogormes,Idyllic Pasture,You should bring a group.,24678,7554758.833,462297.1007
mosgorealen,Baleful Tavern,"You should bring a group, a guide, and a weapon.",24719,7555928.982,462262.979
oargelomnse,Cavernous Hedge,You should bring a group.,24752,7554577.849,462233.4603
elaremsgono,Charmed Savanna,This is probably your last adventure.,24765,7553208.257,462212.5955
rmeneogalso,Magnificent Obelisk,"You should bring a group, a guide, a weapon, and a healer.",24773,7552313.362,462206.6063
ogelersnmoa,Mysterious Gorge,You should bring a group and a guide.,24806,7553510.706,462164.0161
msleegonaro,Looming Battleground,"You should bring a group, a guide, and a weapon.",24815,7553700.572,462152.7477
nelagoemors,Heaving Maze,"You should bring a group, a guide, a weapon, and a healer.",24881,7554877.653,462073.9291
logeosnarem,Stealthy Throne,"You should bring a group, a guide, a weapon, and a healer.",24886,7554664.755,462069.8829
arsmgoelone,Pristine Pantry,This is probably your last adventure.,24953,7552219.346,462007.6299
geanomsrloe,Monolithic Reef,You should bring a group and a guide.,24954,7554496.674,462006.0692
aeonslregom,Cavernous Battleground,You might want to bring a friend.,25021,7553690.856,461942.4446
logeoneamsr,Portentous Swamp,"You should bring a group, a guide, and a weapon.",25063,7556134.138,461882.8586
grsloaemeno,Sweltering Vault,This is probably your last adventure.,25066,7553498.359,461878.3317
mnosrlgoaee,Quaint Terrace,"You should bring a group, a guide, and a weapon.",25154,7556020.566,461813.4157
selenomgora,Dreamlike Ranch,This is probably your last adventure.,25189,7553185.446,461782.874
agenloemosr,Cobalt Conclave,You might want to bring a friend.,25205,7553512.206,461771.2828
oerganselmo,Bountiful Pantry,You should bring a group.,23435,7552778.353,463640.7582
oenmsgaeorl,Shadowy Shambles,This is probably your last adventure.,23779,7553901.356,463241.8921
eolagrnmeso,Humming Boutique,You should bring a group.,23836,7552241.323,463182.8415
aerosmlgone,Secluded Obelisk,You should bring a group.,24098,7554070.202,462798.6286
aosegelormn,Baleful Chateau,You should bring a group and a guide.,24144,7553967.631,462725.5755
eamlregonos,Lurking Cove,You might want to bring a friend.,24212,7552771.289,462745.1434
eegrlsmoano,Magnificent Hinterland,You should be fine.,24224,7553228.373,462734.0266
egosenmoalr,Glacial Wetlands,"You should bring a group, a guide, a weapon, and a healer.",25328,7553681.091,461718.9941
aseoglnroem,Sparkling Paradise,"You should bring a group, a guide, and a weapon.",25929,7552965.215,460983.2146
eolesraongm,Dilapidated Dune,This is probably your last adventure.,25949,7552849.101,460961.5732
alonseregmo,Verdant Kingdom,You should be fine.,25957,7552957.516,460956.3711
eglaoonmesr,Sacred Pass,"You should bring a group, a guide, and a weapon.",25964,7552848.268,460947.4232
mlersanogeo,Warped Garden,This is probably your last adventure.,26803,7554028.985,459861.1975
megsrlaonoe,Harmonious Swamp,"You should bring a group, a guide, a weapon, and a healer.",26853,7553940.44,459772.7552
gonmleoesra,Hallowed Acropolis,You should be fine.,26858,7554026.929,459769.7116
remologaesn,Hidden Frost,"You should bring a group, a guide, a weapon, and a healer.",26875,7554043.441,459745.456
eseonogamrl,Gleaming Maze,"You should bring a group, a guide, a weapon, and a healer.",26877,7554080.735,459744.7841
roaenseoglm,Shattered Flats,"You should bring a group, a guide, and a weapon.",28036,7539179.36,457983.3232
gnmeslreoao,Precarious Maze,"You should bring a group, a guide, and a weapon.",14189,7551496.645,475678.314
egooealsmnr,Flickering Gulf,"You should bring a group, a guide, and a weapon.",15072,7550851.473,475059.6486
esloeogramn,Foggy Prairie,This is probably your last adventure.,14203,7551492.484,475667.482
nreelmgoaso,Stony Tavern,You might want to bring a friend.,14227,7551412.714,475656.146
oaonmeglrse,Sanguine Moor,"You should bring a group, a guide, a weapon, and a healer.",14228,7551479.7,475654.3009
oeerlosnagm,Watery Falls,"You should bring a group, a guide, and a weapon.",14463,7551408.724,475529.815
sgreomleona,Coiling Archipelago,You might want to bring a friend.,14669,7550057.849,475376.1614
oegslmrenoa,Magnificent Vault,"You should bring a group, a guide, a weapon, and a healer.",15006,7550722.165,475109.5948
onasegrmleo,Mirrored Battleground,You should bring a group.,15082,7550861.576,475056.3465
eelogsmnrao,Sunken Chateau,You should bring a group.,15194,7551043.874,474989.5522
eeorlagosmn,Forbidden Orchard,You should bring a group.,15240,7551548.584,474968.1401
eraenolgmso,Mirrored Falls,"You should bring a group, a guide, a weapon, and a healer.",15269,7552053.908,474948.2989
amsegrlnoeo,Lurking Haven,You should bring a group.,15273,7552281.328,474944.4465
sgmoeoaelrn,Blazing Badlands,You should bring a group and a guide.,15502,7551040.542,474793.3248
rgmalesenoo,Dilapidated Barrow,You should be fine.,15512,7552438.1,474785.6401
reoaoslgenm,Spectral Chateau,"You should bring a group, a guide, a weapon, and a healer.",15547,7550745.216,474761.4104
rlnaegosoem,Timeless Tundra,You might want to bring a friend.,15556,7550663.594,474756.7536
sregaleonmo,Shadowy Dome,You should bring a group.,16091,7551527.538,474307.0774
neoralgesmo,Gloomy Ravine,"You should bring a group, a guide, and a weapon.",16311,7551608.579,474157.4409
mnoeoelgasr,Volcanic Shambles,"You should bring a group, a guide, a weapon, and a healer.",20664,7551962.538,467262.8225
eagmnorlsoe,Dismal Gate,You should be fine.,21416,7553675.24,465946.0341
slromgneaeo,Cavernous Fort,"You should bring a group, a guide, and a weapon.",21421,7553872.637,465937.1847
magsoeonrle,Swirling Road,"You should bring a group, a guide, and a weapon.",21430,7552818.132,465929.1319
nregmeloosa,Inviting Hinterland,This is probably your last adventure.,21471,7552667.223,465877.792
rlgoameones,Bewitched Outpost,"You should bring a group, a guide, and a weapon.",21494,7552634.17,465861.06
naelrgoseom,Cobalt Expanse,You should be fine.,21525,7552679.054,465839.5751
nergesolmao,Tumultuous Acropolis,You should bring a group and a guide.,21618,7553663.759,465716.9327
sragoneeolm,Frozen Badlands,You should be fine.,21661,7552739.34,465648.8327
reeoanoglms,Tidal Lake,"You should bring a group, a guide, a weapon, and a healer.",21730,7553854.783,465512.1201
nlesrgoameo,Vibrant Geyser,This is probably your last adventure.,21797,7553651.005,465430.8875
esoenoagrlm,Portentous Quarters,You should be fine.,27948,7557171.633,458125.8556
nmoeorgsale,Forsaken Trail,You should bring a group.,28187,7557409.64,457745.0095
eomsgelrnoa,Undulating Haven,You should bring a group.,12383,7555959.369,476865.6486
rsgaolenoem,Brooding Basin,You should be fine.,14239,7551882.537,475644.3579
esmalneogor,Forbidden Guild,You should bring a group and a guide.,32965,7551166.069,451583.8488
nroamlegsoe,Iridescent Enclave,You might want to bring a friend.,9647,7547006.445,478792.6512
elgosroneam,Serpentine Refuge,You should bring a group and a guide.,9744,7546975.461,478714.7441
meoeloarngs,Magnificent Maze,You might want to bring a friend.,11134,7548944.058,477699.7392
lmeornoegas,Enchanted Pond,You should bring a group and a guide.,12343,7555960.012,476891.0026
seaemngrloo,Warped Spring,You might want to bring a friend.,24260,7561189.762,462696.7815
meoogsaerln,Shimmering Shambles,You might want to bring a friend.,3290,7546989.286,485290.6073
seglmnoeora,Resplendent Well,You should be fine.,7008,7548909.637,480989.917
lsngeoraemo,Legendary Manor,You might want to bring a friend.,7747,7547904.229,480271.0951
esaoogmrenl,Crumbling Fjord,You should bring a group and a guide.,13799,7552741.548,475951.2451
eleogamnrso,Drifting Dome,"You should bring a group, a guide, and a weapon.",13934,7550856.426,475857.9124
maleonroseg,Brooding Square,You should bring a group.,14110,7551149.667,475744.3743
engsaoromel,Derelict Range,You might want to bring a friend.,14188,7550374.608,475678.503
eeaongmsrol,Radiant Cliff,You should bring a group and a guide.,14339,7552583.984,475595.3507
senolmoareg,Idyllic Chapel,"You should bring a group, a guide, and a weapon.",14387,7550691.754,475564.128
naoeogsemrl,Whispering Volcano,You should bring a group.,14893,7551252.932,475211.9488
eogalonsrme,Flickering Fen,You should be fine.,15146,7551551.574,475011.6335
goloremasen,Delirious Ruins,You might want to bring a friend.,15709,7552406.906,474627.6739
enoealmorgs,Bewitched Peninsula,You might want to bring a friend.,15915,7552414.913,474464.5289
eamogrosnle,Twinkling Glade,You should be fine.,15917,7552468.19,474463.7425
mlnresoaoge,Derelict Gate,You might want to bring a friend.,15927,7549929.665,474454.6017
regsmnaeool,Sublime Shrine,This is probably your last adventure.,15935,7549937.688,474441.1844
laoergsonme,Painted Pantry,This is probably your last adventure.,15982,7550072.777,474395.7405
gsnlemreooa,Bejeweled Crater,This is probably your last adventure.,15989,7550057.567,474392.1926
segnaorelmo,Smoky Canyon,"You should bring a group, a guide, a weapon, and a healer.",21380,7552895.891,466000.9787
lneamsoroge,Gilded Forge,This is probably your last adventure.,21931,7554198.585,465243.1073
leeoanmosrg,Imposing Burrow,This is probably your last adventure.,22015,7554193.569,465135.9573
ogolmesearn,Gargantuan Moor,You should bring a group and a guide.,22132,7554185.439,464956.1969
olnoseaegmr,Sinister Summit,"You should bring a group, a guide, and a weapon.",22200,7554180.951,464853.2369
asomeergnlo,Nocturnal Woods,"You should bring a group, a guide, and a weapon.",22367,7551973.528,464682.6585
aseormolgne,Cobalt Outpost,You should bring a group and a guide.,22369,7552078.996,464679.8373
agmnesoerol,Malevolent Flats,"You should bring a group, a guide, a weapon, and a healer.",22397,7552357.177,464652.7946
maoglseoner,Turbulent Ward,You should bring a group.,22449,7554211.865,464596.709
emnsloagreo,Bizarre Reef,This is probably your last adventure.,22498,7552147.957,464540.728
mgoaslorene,Spectral Range,You should bring a group and a guide.,22522,7553613.905,464527.1165
nsmareogoel,Serene Fen,This is probably your last adventure.,22535,7552429.394,464516.5531
eronsoeaglm,Charmed Plateau,You should be fine.,22713,7553851.296,464308.5217
lnomasgoree,Abyssal Knoll,This is probably your last adventure.,23357,7552628.121,463719.8589
mogoarlnese,Gloomy Plaza,"You should bring a group, a guide, a weapon, and a healer.",23387,7554178.787,463757.6906
rsoeolnegma,Lurking Moor,You should bring a group and a guide.,29019,7540375.551,456335.2671
ogemseoarnl,Quaint Forge,"You should bring a group, a guide, a weapon, and a healer.",5709,7558369.632,482215.4475
olreaosgmen,Petrified Tower,This is probably your last adventure.,28956,7540216.626,456386.0135
oogmsneaelr,Tidal Manor,This is probably your last adventure.,16520,7546043.374,474034.7103
saonremgleo,Lush Ridge,This is probably your last adventure.,16223,7545737.73,474202.5305
oenogesrmal,Perilous Chapel,You should bring a group.,16954,7547506.743,473509.4544
oalegrnoesm,Forgotten Throne,You might want to bring a friend.,15375,7539668.247,474888.2536
eeolmsragon,Meandering Savanna,You should be fine.,16518,7547223.636,474033.4019
mgoeeraonls,Harmonious Domain,You should be fine.,4765,7558138.175,483289.0932
lsaemoogren,Flickering Sea,"You should bring a group, a guide, a weapon, and a healer.",10350,7545857.496,478253.7159
agremoelosn,Dilapidated Shack,You should bring a group and a guide.,12532,7546672.853,476738.9833
ramesnlooeg,Eldritch Depot,You should bring a group.,56977,7545909.016,477189.2995
goneeoarmsl,Ethereal Ridge,You should bring a group and a guide.,18412,7552855.709,471186.3556
mleeagosrno,Foggy Shambles,You might want to bring a friend.,19130,7550612.719,469771.4465
oeargesnmlo,Lethal Reliquary,You might want to bring a friend.,19200,7549861.668,469678.0479
oemsrnelgoa,Glacial Shack,This is probably your last adventure.,31930,7546980.344,453020.3448
eleoorsnmag,Sublime Estuary,You might want to bring a friend.,10560,7559253.086,478026.9219
oselanogrem,Inviting Ledge,This is probably your last adventure.,10850,7559247.581,477839.4902
gslooreamen,Painted Bivouac,You should bring a group.,23688,7565174.538,463393.8573
lemogsaoren,Lush Chateau,You should bring a group.,13561,7548886.008,476123.7421
oenmagsolre,Rhapsodic Rookery,You should bring a group and a guide.,14224,7549943.003,475642.6719
ensoamrlego,Subterranean Pond,You should bring a group and a guide.,14565,7549866.982,475454.1047
lgnmeaoosre,Fragrant Tundra,You should bring a group and a guide.,13618,7548944.015,476099.8166
ameorelgson,Warped Cavern,"You should bring a group, a guide, a weapon, and a healer.",14209,7549343.856,475661.1224
